rating_numeric,rating_rolling_mean,rating_rolling_std,rating_momentum,is_downgrade,is_upgrade,macro_10y_treasury_rate,macro_fed_funds_rate,yield_curve_spread,currentRatio,quickRatio,debtRatio,netProfitMargin,returnOnAssets,returnOnEquity,approximated_ytm,target_rating,Name,Year
1,1.0,0.0,0.0,0,0,2.1358333333333333,0.1325,2.0033333333333334,1.047831374,0.853263073,0.767265516,0.124556423,0.05459636,0.234586466,41.3756,1,Hilton Worldwide Holdings Inc.,2015
1,1.0,0.0,0.0,0,0,1.8416666666666668,0.395,1.4466666666666668,0.879786823,2.735954275,0.749611647,0.393592228,0.083981474,0.335404872,40.7777,1,"Holly Energy Partners, L.P.",2016
1,1.0,0.0,0.0,0,0,1.8025,0.14,1.6625,1.772162761,1.231533996,0.495472495,0.066284215,0.099218091,0.196655464,39.9613,1,HollyFrontier Corporation,2012
4,2.5,2.1213203435596424,0.0,0,1,2.3508333333333336,0.1075,2.2433333333333336,2.701974198,1.826906804,0.413984339,0.085968629,0.167215849,0.285343652,40.0915,4,HollyFrontier Corporation,2013
7,4.0,3.0,0.0,0,1,2.540833333333333,0.08916666666666667,2.451666666666666,2.326943726,1.417783922,0.403422919,0.036499085,0.073169046,0.122648101,39.9521,7,HollyFrontier Corporation,2014
4,5.0,1.7320508075688772,3.0,1,0,2.1358333333333333,0.1325,2.0033333333333334,2.223902292,1.304136237,0.401603356,0.014232309,0.030473727,0.050925631,39.8955,4,HollyFrontier Corporation,2015
4,5.0,1.7320508075688772,0.0,0,0,2.1358333333333333,0.1325,2.0033333333333334,1.682593262,0.653637225,0.373721061,0.05590765,0.088230164,0.14087998,40.1535,4,HollyFrontier Corporation,2015
4,4.0,0.0,-3.0,0,0,1.8416666666666668,0.395,1.4466666666666668,2.631954093,1.489921337,0.503861574,-0.024720996,-0.027603048,-0.055635779,39.9332,4,HollyFrontier Corporation,2016
10,10.0,0.0,0.0,0,0,2.540833333333333,0.08916666666666667,2.451666666666666,1.492419434,1.129821592,0.615560691,0.100473691,0.086365137,0.224652201,40.0547,10,Honeywell International Inc.,2014
10,10.0,0.0,0.0,0,0,2.1358333333333333,0.1325,2.0033333333333334,1.502132268,1.155080214,0.611515698,0.105170446,0.093265275,0.240074758,40.0735,10,Honeywell International Inc.,2015
7,9.0,1.7320508075688772,0.0,1,0,1.8416666666666668,0.395,1.4466666666666668,1.091557346,0.850960753,0.629268392,0.123584148,0.096682618,0.260788711,40.1094,7,Honeywell International Inc.,2016
0,0.0,0.0,0.0,0,0,2.1358333333333333,0.1325,2.0033333333333334,1.643396373,0.67374893,0.993968273,0.014421991,0.025031667,4.15,39.7048,0,Horizon Global Corporation,2015
0,0.0,0.0,0.0,0,0,1.8416666666666668,0.395,1.4466666666666668,1.443446222,0.645081512,0.947242284,-0.019038817,-0.020150969,-0.381953028,39.7387,0,Horizon Global Corporation,2016
